Rank,Song,Artist,Year,Lyrics,Source,spotify_ID
87,everybody plays the fool,aaron neville,1991, okay so your heart is broken youre sitting around mopin mopin mopin cryin cryin you say youre even thinking about dying well before you do anything rash baby listen to thiseverybody plays the fool sometimes theres no exception to the rule listen baby it may be factual it may be cruel i aint lying everybody plays the foolfalling in love is such an easy thing to do but theres no guarantee that the one you love is gonna love you oh loving eyes they cannot see a certain person could never be love runs deeper than any ocean it clouds your mind with emotioneverybody plays the fool sometimes theres no exception to the rule listen baby it may be factual it may be cruel i aint lying everybody plays the foolhow can you help it when the music starts to play and your ability to reason is swept away oh heaven on earth is all you see youre out of touch with reality and now you cry but when you do next time around someone cries for youhey everybody plays the fool sometimes use your heart just like a tool listen baby they never tell you so in school i wanna say it again everybody plays the fooleverybody plays the fool sometimes theres no exception to the rule listen baby it may be factual it may be cruel i aint lying everybody plays the fooleverybody plays the fool sometimes theres no exception to the rule listen baby it may be factual it may be cruel i wanna say it again everybody plays the fool ,1,0LdOVtg4WgJNeQ9D95tdvP
88,strike it up,black box,1991, strike it up this band is gonna play my tune strike it up i wanna i wanna tell you so strike it up nobodys gonna stop my sound strike it up you know how lonely one can feelif i have the line and you have the bass then strike it up and youll find the rhythms on time line after line going straight to your mind cause hyping the place is what were all aboutmoving your waist to the bass is no doubt roll up the groove melody is essential drop the knowledge on this instrumental dance your doubts about house musicyouve got the body so why dont you use it naturally swinging your thing to the song cause thats how we pump the dance floor for the strongwaiting on my feelings yeah yeah waiting on my feelings feelings waiting on my feelings yeah yeah waiting on my feelings feelingsstrike it up your hand is taping on my skin strike it up and keep me and keep me standing on strike it up you nobodys gonna let you down strike it up you know how lovely one can beif i have the line and you have the bass then strike it up and youll find the rhythms on time line after line going straight to your mind cause hyping the place is what were all aboutmoving your waist to the bass is no doubt roll up the groove melody is essential drop the knowledge on this instrumental dance your doubts about house musicyouve got the body so why dont you use it naturally swinging your thing to the song cause thats how we pump the dance floor for the strongwaiting on my feelings yeah yeah waiting on my feelings feelings waiting on my feelings yeah yeah waiting on my feelings feelingsstrike it up strike it up ,1,1ZMCV2gvlyUjZZYpVPjEJD
89,rico suave,gerardo,1991,seguro que han ọdo que yo soy educado soy un caballerito un chico bien portado un joven responsible y siempre bien vestido yo no se quien ha mentido i dont drink or smoke aint into dope wont try no coke ask me how i do it i cope my only addiction has to do with the female species i eat em raw like sushi no me gustan ternos mi estilo es moderno si me enterno you me enfermo mi apariencia es dura vivo en la locura no me vengan con ternuras so please dont judge a book by its cover theres more to being a latin lover you got to know how to deal with a woman that wont let go the price you pay for being a gigolo theres not a woman that can handle a man like me thats why i juggle two or three i aint one to commit you can omit that bit you pop the question thats it haber uno dos tres cuatro mujeres y la situacị alḷ no muere no es un delito calmo mi apetito con un llanto o un grito so again dont let my lyrics mislead you i dont love you but i need you would you rather have me lie take a piece of your pie and say bye or be honest and rub your thighs well its ten oclock and im two hours late i never said i was a prompt date but you kept persisting that i meet your parents huh theyre going to love my appearance ding dong el timbre suena tu madre abre que vieja mas buena le digo ̢hola pero no para bola que se ha creido vieja chola go and serve the food mom que tengo ambre if you dont hurry me va a dar un calambre y usted sẹor whys your chin on the floor sierra la boca por favor whats this amor these little huevos esto ṣ que yo no pruebo im used to good ol fashioned homestyle spanish cooking if i try that ill be puking well its been a pleasure but we got to go regresaremos temprano cinco seis o siete de la mạana su hija esta en buenas manos,3,6FfdQJ9HJcJAvsPVIyoGZ5
90,disappear,inxs,1991, say im crying im looking at whats on tv pain and suffering and the struggle to be free it cant ever be denied and i never will ignore but when i see you coming i can take it allyoure so fine lose my mind and the world seems to disappear all the problems all the fears and the world seems to disappearsay youre mine and give yourself to the feelings that you know im needing all that you can give me all the things that you do so well words are healing sweet anticipation making spells as the shadows close in fall across all our yesterdaysyoure so fine lose my mind and the world seems to disappear all the problems all the fears and the world seems to disappearyoure so fine lose my mind and the world seems to disappear all the problems all the fears and the world seems to disappear disappear disappear disappear disappear disappear disappear disappearsay if i could look into myself and reason but i could never never see or make sense of the dealings turn around am i looking at salvation make me realize all that i am you put the light inside this manyoure so fine lose my mind and the world seems to disappear all the problems all the fears and the world seems to disappearyoure so fine lose my mind and the world seems to disappear all the problems all the fears and the world seems to disappearyoure so fine lose my mind and the world seems to disappear all the problems all the fears and the world seems to disappear ,1,02mQcDoU5cn15U6tqZmL4e
93,the one and only,chesney hawkes,1991, i am the one and only oh yeahcall me call me by my name or call me by my number you put me through it ill still be doing it the way i do itand yet you try to make me forget who i really am dont tell me i know best im not the same as all the resti am the one and only nobody id rather be i am the one and only you cant take that away from meive been a player in the crowd scene a flicker on the big screen my soul embraces one more in a million faceshigh hopes and aspirations ideas above my station maybe but all this time ive tried to walk with dignity and pridei am the one and only nobody id rather be i am the one and only you cant take that away from mei cant wear this uniform without some compromises because youll find out that we come in different shapes and sizesno one can be myself like i can for this job im the best man and while this may be true you are the one and only youi am the one and only nobody id rather be i am the one and only you cant take that away from mei am the one and only i am the one and only nobody id rather be i am the one and only the one and only you cant take that away from me ,1,69Tyiih00ZZKboHFnXp0VF
96,i saw red,warrant,1991, ooh it must be magic how inside your eyes i see my destiny every time we kiss i feel you breathe your love so deep inside of meif the moon and stars should fall theyd be easy to replace i would lift you up to heaven and you would take their placeand i saw red when i opened up the door i saw red my heart just spilled onto the floor and i didnt need to see his face i saw yours i saw red and then i closed the door well i dont think im gonna love you anymoreevery day i wake up i thank god that you are still a part of me weve opened up the door to it so many people never find the keyand if the sun should ever fail to send its light we would burn a thousand candles and make everything alrightand i saw red when i opened up the door i saw red my heart just spilled onto the floor and i didnt need to see his face i saw yours i saw red and then i closed the door and i dont think im gonna love you anymoreand ive been hurt and ive been blind well im not sure that ill be fine i never thought it would end this waycause i saw red when i opened up the door i saw red my heart just spilled onto the floor and i didnt need to see his face oh i saw yours i saw red and then i closed the door i dont think im gonna love you anymoreooh it must be magic ,1,0bhGTfpajLMjcYGMwWHy9p
97,miles away,winger,1991, so this is love or so you tell me as youre walkin out the door the months go by and i know for certain its not the love im lookin forsome times just for a moment i reach out hope youre still theremiles away no youre never turnin back i just cant wait anymore miles away nothin left of what we had just when i needed you most you were miles awayits hard to tell what youre goin through you kept your feelings locked inside of you open your heart and chances are what youre feelin im feelin tooif only just for a moment hold on to the dreams that we hadmiles away no youre never turnin back i just cant wait anymoremiles away nothin left of what we had just when i needed you most you were miles awaywhen times were tough and you were down and out who was there by your side now youve gone im so tired of bein alone with only your promisesthe lonliness just fades away thoughts of you just memories no cryin now for what were missin time wont forget what you meant to meif you hold me just for a moment hold on to the dreams that we hadmiles away no youre never turnin back i just cant wait anymoremiles away nothin left of what we had just when i needed you the most whoaohmiles away no youre never turnin back i just cant wait anymoremiles away nothin left of what we had just when i needed you the mostyou were miles away ,1,3Bzh1AtiViTIaZV6yqySZH
1,end of the road,boyz ii men,1992, girl you know we belong together i dont have no time for you to be playing with my heart like this youll be mine forever baby you just waitwe belong together and you know that i am right why do you play with my heart why do you play with my mindsaid wed be forever said itd never die how could you love me and leave me and never say goodbyewhen i cant sleep at night without holding you tight girl each time i try i just break down and cry pain in my head oh id rather be dead spinning around and aroundalthough weve come to the end of the road still i cant let go its unnatural you belong to me i belong to you although weve come to the end of the road still i cant let go its unnatural you belong to me i belong to yougirl i know you really love me you just dont realize youve never been there before its only your first timemaybe ill forgive you maybe youll try we should be happy together forever you and iwill you love me again like you loved me before this time i want you to love me much more this time instead just come to my bed and baby just dont let me goalthough weve come to the end of the road still i cant let go its unnatural you belong to me i belong to you although weve come to the end of the road still i cant let go its unnatural you belong to me i belong to yougirl im here for you all those times at night when you just hurt me and just ran out with that other fella baby i knew about it i just didnt care you just dont understand how much i love do you im here for youim not about to go out on cheat you maybe ill forgive you just like you did baby but thats alright i love you anyway maybe you will try and im still going to be here for you until my dying day we should be happy together forever right now im just in so much pain baby cause you just wont come back to me you and i will you just come back to melonely yes baby my heart is lonely lonely my heart hurts baby lonely yes i feel pain too baby pleasethis time instead just come to my bed and baby just dont let me goalthough weve come to the end of the road still i cant let go its unnatural you belong to me i belong to you although weve come to the end of the road still i cant let go its unnatural you belong to me i belong to youalthough weve come to the end of the road still i cant let go its unnatural you belong to me i belong to you although weve come to the end of the road still i cant let go its unnatural you belong to me i belong to you ,1,3l3xTXsUXeWlkPqzMs7mPD
3,jump,kris kross,1992, jump jump you should know you should know that ah kris kross is not having anything today as we stand there totally krossed out we commence to make youjump jump the mac dad will make you jump jump daddy mac will make you jump jump kris kross will make you jump jumpdont try to compare us to another bad little fad im the mac and im bad give you something that you never had ill make ya bump bump wiggle and shake your rump cause ill be kicking the flavor that makes you wanna jump how high real high cause im just so fly a young lovable hugable type of guy and everything is to the back with a little slack cause insideout is wiggity wiggity wiggity wack i come stompin with somethin pumpin to keep youexplain jumpin rb rappin bull crap is what im dumpin aint nothin sucker about kris kross we all that so when they ask do they rock say believe thatjump jump the mac dad will make you jump jump daddy mac will make you jump jump kris kross will make you jump jump uh huh uh huh jump jump the mac dad will make you jump jump daddy mac will make you jump jump kris kross will make you jump jumpi like my stuff knockin knockin i love it when a girl is like jockin jockin the dadouble dymac ya you know me i got you jumpin and bumpin and pumpin movin all around g in the mix i make you take a step back they try to step to the mac then they got jacked to the back youll be fortin again is that coincidental and like you know it dont be claiming that its mental two lil kids with a flow yexplainou aint ever heard and none faking you can understand every word as you listen to my cool smooth melody the daddy makes you jumpjump jump the mac dad will make you jump jump daddy mac will make you jump jump kris kross will make you jump jump uh huh uh huh jump jump the mac dad will make you jump jump daddy mac will make you jump jump kris kross will make you jump jumpnow the formalities of this and that is that kris kross aint comin off whack and for all yall suckers that dont know check it outsome of them try to rhyme but they cant rhyme like this go go some of them try to rhyme but they cant rhyme like this go go some of them try to rhyme but they cant rhyme like this go go some of them try to rhyme but they cant go go cause im the miggida miggida miggida mac daddy miggida miggida miggida mac cause im the miggida miggida miggida mac daddyi make you wannajump jump the mac dad will make you jump jump daddy mac will make you jump jump kris kross will make you jump jump uh huh uh huhjump jump the mac dad will make you jump jump daddy mac will make you jump jump kris kross will make you jump jump uh huh uh huhjump jump the mac dad will make you jump jump daddy mac will make you jump jump kris kross will make you jump jump uh huh uh huhbelieve dat ,1,27AHAtAirQapVldIm4c9ZX
4,save the best for last,vanessa williams,1992, sometimes the snow comes down in june sometimes the sun goes round the moon i see the passion in your eyes sometimes its all a big surprisecause there was a time when all i did was wish youd tell me this was love its not the way i hoped or how i planned but some how its enoughand now were standing face to face isnt this world a crazy place just when i thought our chance had passed you go and save the best for lastall of the nights you came to me when some silly girl had set you free you wondered how youd make it through i wondered what was wrong with youcause how could you give your love to someone else and share your dreams with me sometimes the very thing youre looking for is the one thing you cant seebut now were standing face to face isnt this world a crazy place just when i thought our chance had passed you go and save the best for last la la la la la la lasometimes the very thing youre looking for is the one thing you cant see sometimes the snow comes down in june sometimes the sun goes round the moon just when i thought our chance had passed you go and save the best for lastyou went and saved the best for last yeah ehh ehh ,1,7okbmgA8lRBGl5limZ7LFM
6,tears in heaven,eric clapton,1992, would you know my name if i saw you in heaven would it be the same if i saw you in heaveni must be strong and carry on cause i know i dont belong here in heavenwould you hold my hand if i saw you in heaven would you help me stand if i saw you in heavenill find my way through night and day cause i know i just cant stay here in heaventime can bring you down time can bend your knees time can break your heart have you begging please begging pleasebeyond the door theres peace im sure and i know therell be no more tears in heavenwould you know my name if i saw you in heaven would it be the same if i saw you in heaveni must be strong and carry on cause i know i dont belong here in heavencause i know i dont belong here in heaven ,1,612VcBshQcy4mpB2utGc3H
8,under the bridge,red hot chili peppers,1992, sometimes i feel like i dont have a partner sometimes i feel like my only friend is the city i live in the city of angels lonely as i am together we cryi drive on her streets cause shes my companion i walk through her hills cause she knows who i am she sees my good deeds and she kisses me windy i never worry now that is a liei dont ever want to feel like i did that day take me to the place i love take me all the way i dont ever want to feel like i did that day take me to the place i love take me all the way yeah yeahits hard to believe that theres nobody out there its hard to believe that im all alone at least i have her love the city she loves me lonely as i am together we cryi dont ever want to feel like i did that day take me to the place i love take me all the way i dont ever want to feel like i did that day take me to the place i love take me all the way yeah yeah ooh no no no yeah yeah love me i say yeah yeahunder the bridge downtown is were i drew some blood under the bridge downtown i could not get enough under the bridge downtown forgot about my love under the bridge downtown i gave my life away yeah yeah ooh no no no yeah yeah here i stay yeah yeahhere i stay ,1,3d9DChrdc6BOeFsbrZ3Is0
9,all 4 love,color me badd,1992, im so glad youre my girl ill do anything for you call you every night and give you flowers to i thank the lord for you and think about you all the time i ask him everyday that youll forever be minei wanna hold your hand to show you ill be there i like to do the things that let you know i care i sing this lullaby cause girl you fill me full i look into your eyes youre so beautifuloh girl i think i love you im always thinkin of you i want you to know i do it all 4 love i love it when were together girl i need you forever and want you to know i do it all 4 lovei will never leave you sugar this i guarantee i look in to the future i see you and me knight in shining armor i will be your fairy tale i wanna take care of you girl ill serve you welli will be there for you to catch you when you fall ill hold you in my arms thats where you belong i sing this lullaby cause girl you fill me full i look in to your eyes youre so beautiful beautiful yeahoh girl i think i love you im always thinkin of you i want you to know i do it all 4 love i love it when were together girl i need you forever and want you to know i do it all 4 loveyo come here sweetheart i want you to know something all right see everyday in my life without you is like a hundred years the distance between us an ocean of tears see all the things i do for you are for love dig itall for lovin all for you all for lovin you you youoh girl i think i love you im always thinkin of you i want you to know i do it all 4 love i love it when were together girl i need you forever and want you to know i do it all 4 loveoh girl i think i love you im always thinkin of you i want you to know i do it all 4 love i love it when were together girl i need you forever and want you to know i do it all 4 loveoh girl i think i love you im always thinkin of you all 4 love i love it when were together girl i need you forever ,1,4XmsMIMjvDIFEjeY3ycMzW
10,just another day,jon secada,1992, mornings alone when you come home i breath a little faster every time were together itd never be the same itd never be the same if youre not here how can you stay away how can you stay away away so longwhy cant we stay together give me a reason give me a reasoni i dont wanna say it i dont wanna find another way to make it trough the day without you i i cant resist try to find exactly what i missed its just another day without you its just another day ohmaking the time find the right lines to make you stay forever what do i have to tell youim just trying to hold on to something trying to hold on to something good oh give us a chance to make it give us a chance to make it to make it no no nodont wanna hold on to never im not that strong im not that strongi i dont wanna say it i dont wanna find another way to make it trough the day without you i i cant resist trying to find exactly what i missed its just another day without youwhy cant you stay forever just give me a reason give me a reasoncause i i dont wanna say it i dont wanna find another way to make it trough the day without you dont wanna make it trough the day no i i cant resist trying to find exactly what i missed its just another day without youi i dont wanna say it i dont wanna find another way to make it trough the day without you i i cant resist im trying to find exactly what i missed its just another day without you ,1,5AoBNJQDXXEnIJGjJjZu3y
11,i love your smile,shanice,1992, sittin in my class just driftin away starin into the windows of the world yeah i cant hear the teacher his books dont call me at all i dont see the bad boys tryin to catch some playcause i love your smile i love your smilethe clock at work says three and i wanna be free free to scream free to bathe free to paint my toes all day my boss is lame you know and so is the pay im gonna put that new black mini on my charge anywaycause i love your smile hey said i love your smiletime came and showed me your direction now i know ill never ever go back taught me that i can be a better girl with love you give you rock my world you digim showin the life that im livin this is the life that i have and its given to you yeah and its true ladda twinkley d do youbelieve in a girl like me shanice is the one for you to be with but when im caught all alone i start fessin its from a state of depressionand the thunder clouds of doubt move in i begin to wonder do you still love me but after that my whole world is beautifultime came and showed me your direction now i know ill never ever go back taught me that i can be a better girl with love you give you rock my world smilei do i love smile yes i do boy i love the smile i love your smile baby i love your smile i really do ,1,5BE3DOk0C26VCMxxT84bec
13,im too sexy,right said fred,1992, im too sexy for my love too sexy for my love loves going to leave meim too sexy for my shirt too sexy for my shirt so sexy it hurts and im too sexy for milan too sexy for milan new york and japan im too sexy for your party too sexy for your party no way im disco dancingim a model you know what i mean and i do my little turn on the catwalk yeah on the catwalk on the catwalk yeah i do my little turn on the catwalkim too sexy for my car too sexy for my car too sexy by far and im too sexy for my hat too sexy for my hat what do you think about thatim a model you know what i mean and i do my little turn on the catwalk yeah on the catwalk on the catwalk yeah i shake my little tush on the catwalkim too sexy for my too sexy for my too sexy for my cause im a model you know what i mean and i do my little turn on the catwalk yeah on the catwalk yeah on the catwalk yeah i shake my little tush on the catwalkim too sexy for my cat too sexy for my cat poor pussy poor pussy cat im too sexy for my love too sexy for my love loves going to leave meand im too sexy for this song ,1,7CPXR2W1McHKi0OfKwHRMc
14,black or white,michael jackson,1992, i took my baby on a saturday bang boy is that girl with you yes were one and the samenow i believe in miracles and a miracle has happened tonightbut if youre thinkin about my baby it dont matter if youre black or whitethey print my message in the saturday sun i had to tell them i aint second to noneand i told about equality and its true either youre wrong or youre rightbut if youre thinkin about my baby it dont matter if youre black or whitei am tired of this devil i am tired of this stuff i am tired of this business sew when the going gets rough i aint scared of your brother i aints scared of no sheets i aint scared of nobody girl when the goin gets meanprotection for gangs clubs and nations causing grief in human relations its a turf war on a global scale id rather hear both sides of the tale see its not about races just places faces where your blood comes from is were your space is ive seen the bright get duller im not going to spend my life being a colordont tell me you agree with me when i saw you kicking dirt in my eyebut if youre thinkin about my baby it dont matter if youre black or whitei said if youre thinkin of being my baby it dont matter if youre black or whitei said if youre thinkin of being my brother it dont matter if youre black or whiteooh ooh yea yea yea now ooh ooh yea yea yea nowits black its white its tough for them to get by its black its white x3 whoo ,1,4SRZdX8VX831cWoyIvPoV7
15,achy breaky heart,billy ray cyrus,1992, you can tell the world you never was my girl you can burn my clothes up when im gone you can tell your friends just what a fool ive been and laugh and joke about me on the phone you can tell my arms go back to the farm you can tell my feet to hit the floor or you can tell my lips to tell my fingertips they wont be reaching out for you no morebut dont tell my heart my achy breaky heart i just dont think hed understand and if you tell my heart my achy breaky heart he might blow up and kill this manyou can tell your mom i moved to arkansas you can tell your dog to bite my leg or tell your brother cliff whose fist can tell my lip he never really liked me anywayor tell your aunt louise tell anything you please myself already knows im not ok or you can tell my eyes to watch out for my mind it might be walking out on me todaybut dont tell my heart my achy breaky heart i just dont think hed understand and if you tell my heart my achy breaky heart he might blow up and kill this mandont tell my heart my achy breaky heart i just dont think hed understand and if you tell my heart my achy breaky heart he might blow up and kill this mandont tell my heart my achy breaky heart i just dont think hed understand and if you tell my heart my achy breaky heart he might blow up and kill this man ,1,2EoIt9vdgFRNW03u5IvFsQ
18,life is a highway,tom cochrane,1992, lifes like a road that you travel on when theres one day here and the next day gone sometimes you bend sometimes you stand sometimes you turn your back to the wind theres a world outside every darkened door where blues wont haunt you anymore where the brave are free and lovers soar come ride with me to the distant shore we wont hesitate break down the garden gate theres not much time left todaylife is a highway i want to ride it all night long if youre going my way i want to drive it all night longthrough all these cities and all these towns its in my blood and its all around i love you now like i loved you then this is the road and these are the hands from mozambique to those memphis nights the khyber pass to vancouvers lights knock me down get back up again youre in my blood im not a lonely mantheres no load i cant hold road so rough this i know ill be there when the light comes in just tell em were survivorslife is a highway i want to ride it all night long if youre going my way i want to drive it all night longlife is a highway i want to ride it all night long if youre going my way i want to drive it all night longthere was a distance between you and i a misunderstanding once but now we look it in the eyethere aint no load i cant hold road so rough this i know ill be there when the light comes in just tell em were survivorslife is a highway i want to ride it all night long if youre going my way i want to drive it all night longlife is a highway i want to ride it all night long if youre going my way i want to drive it all night longlife is a highway i want to ride it all night long if youre going my way i want to drive it all night long ,1,0hKF8N8aflF1uDzEEnPr2j
19,remember the time,michael jackson,1992, do you remember when we fell in love we were so young and innocent then do you remember how it all began it just seemed like heaven so why did it enddo you remember back in the fall wed be together all day long do you remember us holding hands in each others eyes wed stare tell medo you remember the time when we fell in love do you remember the time when we first met girl do you remember the time when we fell in love do you remember the timedo you remember how we used to talk ya know wed stay on the phone at night till dawn do you remember all the things we said like i love you so ill never let you godo you remember back in the spring every morning birds would sing do you remember those special times theyll just go on and on in the back of my minddo you remember the time when we fell in love do you remember the time when we first met girl do you remember the time when we fell in love do you remember the timethose sweet memories will always be dear to me and girl no matter what was said i will never forget what we had now babydo you remember the time when we fell in love do you remember the time when we first met do you remember the time when we fell in love do you remember the timedo you remember the time when we fell in love do you remember the time when we first met do you remember the time when we fell in love do you remember the timeremember the times ooh remember the times do you remember girl remember the times on the phone you and me remember the times till dawn two or three what about us girlremember the times do you do you do you do you do you remember the times in the park on the beach remember the times you and me in spain remember the times what about what aboutremember the times ooh in the park remember the times after dark do you do you do you remember the times do you do you do you do you remember the times yeah yeah ,1,4jnFqNWeJCeCRHc4HCdxfd
20,finally,cece peniston,1992, finally finally yeah yeah owwfinally it has happened to me right in front of my face and i just can not hide itmeeting mr right the man of my dreams the one who shows me true love or at least it seems with brown cocoa skin and curly black hair its just the way he looks at me that gentle loving starefinally youve come along the way i feel about you it just cant be wrong if you only knew the way i feel about you i just cant describe it oh no nofinally it has happened to me right in front of my face my feelings cant describe it finally it has happened to me right in front of my face and i just can not hide itfinally it has happened to me right in front of my face my feelings cant describe it finally it has happened to me right in front of my face and i just can not hide itit seems so many times you seemed to be the one but all he ever wanted was to have a little fun but now youve come along and brightened up my world in my heart i feel it im that special kinda girlfinally youve come along the way i feel about you it just cant be wrong if you only knew the way i feel about you i just cant describe it oh no nofinally it has happened to me right in front of my face my feelings cant describe it finally it has happened to me right in front of my face and i just can not hide itfinally it has happened to me right in front of my face my feelings cant describe it finally it has happened to me right in front of my face and i just can not hide itfinally oh finally yeah yeah  oh finally finally yeah yeah owwfinally finally yeah yeah oww finally finally yeah yeah oww finally finally yeah yeah oww finally finally yeah yeah oww finallyfinally youve come along the way i feel about you it just cant be wrong if you only knew the way i feel about you i just cant describe it oh no nofinally it has happened to me right in front of my face my feelings cant describe it finally it has happened to me right in front of my face and i just can not hide itfinally it has happened to me right in front of my face my feelings cant describe it ,1,0uqvSVhGgQTIdj9G51vhvv
21,this used to be my playground,madonna,1992, this used to be my playground this used to be my childhood dream this used to be the place i ran to whenever i was in need of a friend why did it have to end and why do they always saydont look back keep your head held high dont ask them why because life is short and before you know youre feeling old and your heart is breaking dont hold on to the past well thats too much to askthis used to be my playground used to be this used to be my childhood dream this used to be the place i ran to whenever i was in need of a friend why did it have to end and why do they always sayno regrets but i wish that you were here with me well then theres hope yet i can see your face in our secret place youre not just a memory say goodbye to yesterday the dream those are words ill never say ill never saythis used to be my playground used to be this used to be our pride and joy this used to be the place we ran to that no one in the world could dare destroy this used to be our playground used to be this used to be our childhood dream this used to be the place we ran to i wish you were standing here with methis used to be our playground used to be this used to be our childhood dream this used to be the place we ran to the best things in life are always free wishing you were here with me ,1,637V2ymBt4Ljlbz4EmRys8
24,jump around,house of pain,1992, pack it up pack it in let me begin i came to win battle me thats a sin i wont tear the sack up punk youd better back up try and play the role and the whole crew will act upget up stand up come on throw your hands up if youve got the feelin jump across the ceilin muggs is a funk fest someones talkin junk yo ill bust em in the eye and then ill take the punks homefeel it funk it amps it are junkin and i got more rhymes than theres cops at a dunkin donuts shop sure nuff i got props from the kids on the hill plus my mom and my pops i came to get down i came to get down so get out your seats and jump aroundjump around jump up and get down jump around jump around jump up and get down jump up jump up and get downjump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jumpill serve your ass like john mcenroe if your girl steps up im smackin the hoe word to your moms i came to drop bombs i got more rhymes than the bibles got psalmsand just like the prodigal son ive returned anyone steppin to me youll get burned cause i got lyrics and you aint got none so if you come to battle bring a shotgunbut if you do youre a fool cause i duel to the death try and step to me youll take your last breath i gots the skill come get your fill cause when i shoot ta give i shoot to kill i came to get down i came to get down so get out your seats and jump aroundjump around jump up and get down jump around jump around jump up and get down jump up jump up and get down jump jumplisten to the sound that pounds i jump around im no clown i get down to the funk listen to the wig out and step to the rear dear cause im herethe p to the e to the t e rockin the runs in your stockin so hon put the lock in chillin with the house of pain blood stains the ground huh i jump aroundim the cream of the crop i rise to the top i never eat a pig cause a pig is a cop or better yet a terminator like arnold schwarzenegger tryn to play me out like as if my name was segabut i aint going out like no punk bitch get used to one style and you know i might switch it up up and around then buck buck you down put out your head then you wake up in the dawn of the deadim comin to get ya comin to get ya spittin out lyrics homie ill wet ya i came to get down i came to get down so get out your seats and jump aroundjump around jump up and get down jump around jump around jump up and get down jump up jump up and get downjump jump jump jump jump jump jump jump jump  ,1,3TZwjdclvWt7iPJUnMpgcs
27,masterpiece,atlantic starr,1992, a simple touch of your hand and everything is right the gentle way you look at me when we kiss goodnight youve given me the freedom no other love has known and now i thank you girl  thank you girlthe countless ways youve touched my heart is more than i can say the beauty that youve shown to me takes my breath away a picture perfect painting thats what our love is and yes i need you so and now i knowchorus ooooh ive found a masterpiece in you a work of art its true and i treasure you my love ooooh ive found a masterpiece in you a work of art its true and i treasure yousometimes i wonder what id be had i not found you a least and lonely soul this world could show me nothing newbut now my lifes a canvas painted with your love and it will always be and now i seethe gentle walks together through time will never pass this fairy tale we shared is real inside our hearts let it be forever never let it end this promise i can make heaven is ours to takerepeat choruswhen im lost and insecure you build me up and make me sure that everything will be alright my loverepeat chorusthis fairy tale were sharing is real inside our hearts let it be forever never let it end ,1,2sm3HfTCt3O6R6qUc5f6xb
29,giving him something he can feel,en vogue,1992, many say that im too young to let you know just where im coming from yeah but you will see its just a matter of time my love will surely make you minewell im livin in a world of ghetto life everyone seems so uptight but nothins wrong and its alright with my mani like the way we carry on his love will send me on and on with my man people out there can understandim giving him something he can feel to let him know this love is real giving him something he can feel to let him know this love is real this love is realso much joy for us it seems so much hope for material things are they only in my dreamsand thats exactly why im singing this song to you to let you know that real dreams do come true you tell me what does it meanlivin in a world of ghetto life everyone is so uptight nothins wrong its alright my manbaby i like the way we carry on his love will send me on and on with my man people out there can understand thatim giving him something he can feel to let him know this love is real giving him something he can feel to let him know this love is real this love is realgiving him something he can feel giving him something he can feel giving him something he can feel giving him something he can feel giving him something he can feel ,1,4htbAEZWr53J08x3dUv00W
30,live and learn,joe public,1992,youve got to live and learn youve got to live and learn before your bridges burn youve got to live and learn heres a little story about life everybody that lives surely dies a lot of people ask the question why some people have to go through so much more before they really learn about lifes score the subject is not to be ignored i dont wanna be the one to tell you how its gotta be living is the only way you ever really gonna see theres so much wrong and negativity enough for the whole world to see i know theres still possibility you raise a little kid he turns out bold it may be from the way you treat him cold i guess thats how the storys told youve got to live and learn youve got to live and learn before your bridges burn youve got to live and learn,3,4ScNzmyZZId9kGK9iXuqjn
32,smells like teen spirit,nirvana,1992, load up on guns bring your friends its fun to lose and to pretend shes overbored and selfassured oh no i know a dirty wordhello hello hello how low hello hello hello how low hello hello hello how low hello hello hellowith the lights out its less dangerous here we are now entertain us i feel stupid and contagious here we are now entertain us a mulatto an albino a mosquito my libido yeah heyim worse at what i do best and for this gift i feel blessed our little group has always been and always will until the endhello hello hello how low hello hello hello how low hello hello hello how low hello hello hellowith the lights out its less dangerous here we are now entertain us i feel stupid and contagious here we are now entertain us a mulatto an albino a mosquito my libido yeah hey yehand i forget just why i taste oh yeah i guess it makes me smile i found it hard its hard to find oh well whatever never mindhello hello hello how low hello hello hello how low hello hello hello how low hello hello hellowith the lights out its less dangerous here we are now entertain us i feel stupid and contagious here we are now entertain us a mulatto an albino a mosquito my libido a denial a denial a denial a denial a denial a denial a denial a denial a denial ,1,5ghIJDpPoe3CfHMGu71E6T
